country_code,country_name,issuer,instrument_type,isin,coupon_percent,maturity_date,outstanding_eur,source_name,source_url,data_status
DE,Germany,Federal Republic of Germany,BUND,DE000BU2Z064,2.900000,2036-02-15,42500000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001102549,0.000000,2036-05-15,27250000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU2Z072,3.000000,2036-08-15,18000000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001135275,4.000000,2037-01-04,29250000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001102598,1.000000,2038-05-15,33250000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001135325,4.250000,2039-07-04,19250000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001135366,4.750000,2040-07-04,23000000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU2F009,2.600000,2041-05-15,26000000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU3F007,2.600000,2041-05-15,4750000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001135432,3.250000,2042-07-04,23000000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001135481,2.500000,2044-07-04,34500000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001030575,0.100000,2046-04-15,14250000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001102341,2.500000,2046-08-15,37250000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE000BU2T000,3.400000,2047-05-15,11500000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
DE,Germany,Federal Republic of Germany,BUND,DE0001102432,1.250000,2048-08-15,43500000000.00,German Finance Agency,https://www.deutsche-finanzagentur.de/bundeswertpapiere/handel/umlaufende-bundeswertpapiere,OFFICIAL_REFERENCE
